web-scraper-order,web-scraper-start-url,directory_link,directory_link-href,company,rating
"1593892490-6549","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Castlefield Partners Limited","???"
"1593892487-6477","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Cawston Press Ltd","12"
"1593892408-5407","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Plastwood Di Fini Sisto E C Sas","14"
"1593892462-6086","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Fung -FZ Or","http://www.corporatecritic.org/companiesatoz/Fung%20.aspx","Funky Gandhi Limited","14"
"1593892379-4974","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Tranquil PC Ltd","14"
"1593892451-5899","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hero","14"
"1593892440-5801","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Klondyke Group Limited","6"
"1593892399-5303","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Rutland Partners LLP","9.5"
"1593892430-5683","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Lotte Group","7.5"
"1593892408-5388","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Phoenix Farm Group Limited","13"
"1593892426-5634","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Middlesbrough Football Club","(14)"
"1593892460-6079","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","Giochi Preziosi","(14)"
"1593892402-5346","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Rip Curl International Pty Ltd","13.5"
"1593892381-5000","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","The Welsh Whisky Company Limited","14"
"1593892375-4918","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Vendis Capital","13"
"1593892417-5514","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Northumbrian Water Group","(4.5)"
"1593892453-5940","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Habermaas GmbH","14"
"1593892471-6188","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Eastman Kodak Company","7"
"1593892399-5277","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Road Angel Group","14"
"1593892471-6218","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","EMC Corporation","5.5"
"1593892415-5496","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Orange S.A","8.5"
"1593892375-4939","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Viridian Nutrition Ltd","14"
"1593892499-6676","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Bandcamp, Inc.","14"
"1593892451-5928","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hotel Chocolat","(9)"
"1593892467-6160","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Findel plc","8.5"
"1593892447-5871","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","Ing Chang-Ki Wei-Chi Education Foundation","???"
"1593892453-5973","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Henry Squire & Sons Ltd","14"
"1593892419-5538","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Natura Cosmeticos S/A","7.5"
"1593892490-6534","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Capital Group Companies Inc","6"
"1593892406-5376","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","Punjana Ltd","12.5"
"1593892377-4959","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","U","http://www.corporatecritic.org/companiesatoz/U.aspx","United Coffee group","(9.5)"
"1593892419-5554","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","New Roots","???"
"1593892471-6236","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Equal Exchange inc","???"
"1593892490-6530","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Canterbury International Ltd","14"
"1593892503-6722","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Anglo American plc","10"
"1593892408-5397","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","PitRok","11"
"1593892437-5772","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","KPMG -Kyoce","http://www.corporatecritic.org/companiesatoz/KPMG%20.aspx","KTC (Edibles) Ltd","9"
"1593892435-5748","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Land Securities Group","13.5"
"1593892490-6547","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Caspian Topco","14"
"1593892451-5907","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hillfarm Oils Ltd","14"
"1593892393-5178","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Solarplicity Energy Limited","12.5"
"1593892375-4937","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Virgin Money UK PLC (FKA CYBG PLC)","???"
"1593892381-5019","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","TJX Companies Inc","3"
"1593892480-6412","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","De Beers SA","11"
"1593892393-5193","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","SPAR International","14"
"1593892490-6527","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Camphill Village Trust Limited","14"
"1593892497-6648","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Biotta AG","14"
"1593892397-5261","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","S-Scora","http://www.corporatecritic.org/companiesatoz/S.aspx","Saputo Inc","???"
"1593892455-5987","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Group-Guy W","http://www.corporatecritic.org/companiesatoz/Group.aspx","Grupo Noboa S.A.","14"
"1593892464-6117","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Frescolat SRL","???"
"1593892428-5658","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","Marc Laurent SA","14"
"1593892487-6497","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Chocolaterie Guylian Nv","5"
"1593892471-6250","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Ethex Investment Club Ltd","???"
"1593892467-6166","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","First Foods","14"
"1593892508-6821","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Acorn Dairy","???"
"1593892497-6659","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Blue Diamond Ltd","6"
"1593892467-6155","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Ferrero SpA","6.5"
"1593892494-6621","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Britannia Hotels","14"
"1593892375-4924","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Verizon Communications Inc","5"
"1593892467-6151","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Fender Musical Instruments Corporation","14"
"1593892393-5189","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Southern Co Inc","13"
"1593892388-5117","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Surya-Synge","http://www.corporatecritic.org/companiesatoz/Surya.aspx","Swaddlebees","14"
"1593892483-6439","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Cybex Industrial Ltd","14"
"1593892490-6526","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Campbell Soup Co","12"
"1593892419-5546","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Neal's Yard (Natural Remedies) Limited","13.5"
"1593892433-5716","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lindam Ltd","14"
"1593892388-5119","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Surya-Synge","http://www.corporatecritic.org/companiesatoz/Surya.aspx","Swatch Group Ltd (The)","14"
"1593892451-5930","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hoya Corporation","13.5"
"1593892492-6564","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Broughton Ales","14"
"1593892453-5965","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","HDI Haftpflichtverband der Deutschen Industrie Versicherungsverein auf Gegenseitigkeit","6"
"1593892467-6165","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","First Data Corporation","13.5"
"1593892460-6053","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","GasTerra","6"
"1593892478-6358","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Diana Dolls Fashion Inc.","14"
"1593892478-6378","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Dr. August Oetker Kg","2.5"
"1593892370-4875","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Weeks Foods Ltd","12.5"
"1593892483-6438","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","CyberLink Corp","???"
"1593892506-6777","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Allianz SE","3.5"
"1593892379-4986","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Triumph International Spiesshofer & Braun","10"
"1593892499-6698","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Belkin International","14"
"1593892506-6774","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Allen & Overy LLP","8"
"1593892440-5780","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Karabay Limited [Dissolved]","14"
"1593892503-6747","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Armor Group","14"
"1593892447-5888","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","Investor AB","9.5"
"1593892471-6217","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Elysia","14"
"1593892497-6651","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Birkenstock Orthopädie GmbH & Co.KG","9"
"1593892370-4880","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Welsh Centre for International Affairs","???"
"1593892435-5768","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Lenovo Group Limited","7"
"1593892499-6661","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Baby B Free Ltd","14"
"1593892426-5627","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Metsäliitto Co-operative","14"
"1593892415-5503","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","OTB SpA","5.5"
"1593892408-5400","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Plamil Foods Ltd","15"
"1593892460-6057","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","GCH Capital Ltd","14"
"1593892476-6342","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Duali-DynCo","http://www.corporatecritic.org/companiesatoz/Duali.aspx","Dualit Ltd","9"
"1593892370-4867","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Wartsila","14"
"1593892395-5208","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Serco Group plc","5.5"
"1593892370-4882","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Wesfarmers Ltd","5"
"1593892508-6822","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Acorn Holdings B.V. (AHBV)","6"
"1593892384-5043","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Crown Agents Foundation","???"
"1593892453-5957","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Harman International Industries Inc.","14"
"1593892478-6367","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Domino's Pizza Group Plc","7"
"1593892379-4983","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Triballat Noyal","9.5"
"1593892370-4889","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","WH Brakspear & Sons plc","14"
"1593892408-5416","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Powell's City of Books","14"
"1593892508-6819","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","ACDOCO","8.5"
"1593892494-6613","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Bridgepoint Group Limited","5.5"
"1593892386-5102","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Ten Alps PLC","14"
"1593892451-5903","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hilco Global","7.5"
