web-scraper-order,web-scraper-start-url,directory_link,directory_link-href,company,rating
"1593892417-5519","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","NOVATEX GmbH Gummi- und Plastikfabrikation","14"
"1593892503-6742","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Areva Group","(9)"
"1593892421-5565","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Murph-Myria","http://www.corporatecritic.org/companiesatoz/Murph.aspx","Murphy Oil Corporation","14"
"1593892390-5122","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Specsavers International Healthcare Ltd","10.5"
"1593892368-4829","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Wilkinet","14"
"1593892424-5589","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Mooncup Employee Ownership Employee Trustee Limited","14.5"
"1593892411-5440","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Paypal","9.5"
"1593892370-4893","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Whirlpool Corp","5.5"
"1593892485-6450","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Combined Systems Inc","12"
"1593892478-6348","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","delta pronatura Dr. Krauss & Dr. Beckmann KG","8.5"
"1593892415-5468","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","O'Neill Inc","14"
"1593892442-5846","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Judges Choice Pet Food Ltd","14"
"1593892471-6186","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Earthmonk","???"
"1593892386-5111","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","The Bridge SRL","13.5"
"1593892375-4910","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","VBites Foods Ltd","(13.5)"
"1593892399-5282","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Roche Holding AG","13.5"
"1593892501-6716","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Asda -Azzur","http://www.corporatecritic.org/companiesatoz/Asda%20.aspx","Axminster Carpets Holdings Ltd","14"
"1593892494-6620","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Britannia Building Society","7"
"1593892485-6469","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Cotton Babies Inc","11"
"1593892497-6643","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Billabong International Ltd","13.5"
"1593892478-6372","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Dorel Industries Inc","6.5"
"1593892433-5731","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Livos Pflanzenchemie GmbH und Co. KG","11.5"
"1593892368-4828","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Wilkin & Sons Ltd","12"
"1593892435-5761","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Leeds Building Society","14"
"1593892384-5042","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Conscious Consumer Ltd","???"
"1593892402-5314","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Rally Design Ltd","???"
"1593892419-5536","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","National Trust","5.5"
"1593892464-6106","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Foundation for a Just Society Inc","???"
"1593892430-5686","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Love Coffee","8"
"1593892503-6724","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Animal Abuse Injustice and Defence Society","14.5"
"1593892397-5264","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","S-Scora","http://www.corporatecritic.org/companiesatoz/S.aspx","Sätila Holding AB","14"
"1593892408-5395","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Pirean Limited","14"
"1593892460-6050","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","Garmin Ltd","14"
"1593892451-5910","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hilltop Honey Limited","???"
"1593892406-5359","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","Professional Cycle Marketing Ltd","14"
"1593892447-5862","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","Impact Telecom","13"
"1593892415-5475","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Ocean Spray Cranberries Inc","11"
"1593892471-6254","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","European Metal Recycling Ltd","14"
"1593892474-6299","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","EMC Corporation","5.5"
"1593892474-6268","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","East End Foods","(9.5)"
"1593892362-4804","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Z","http://www.corporatecritic.org/companiesatoz/Z.aspx","ZTE Corporation","6.5"
"1593892408-5403","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Planet Organic Ltd","???"
"1593892388-5114","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Surya-Synge","http://www.corporatecritic.org/companiesatoz/Surya.aspx","Svenska Cellulosa Aktiebolaget (SCA)","(9)"
"1593892406-5383","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","PVH Corp","5"
"1593892381-5002","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","The Wonderful Company LLC","8.5"
"1593892467-6144","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Farrington Oils Ltd","13.5"
"1593892379-4971","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Trafficmaster PLC","14"
"1593892453-5963","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Havre Global Ab","14"
"1593892442-5833","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Jelly Belly Candy Co","14"
"1593892474-6286","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Edwin Tucker & Sons Ltd","8.5"
"1593892368-4846","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Woodlands Park Dairy","14"
"1593892442-5832","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Jekka's Herb Farm","14"
"1593892390-5123","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Spectrum Brands Holdings Inc","(4.5)"
"1593892386-5080","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","TA Associates, Inc","11"
"1593892395-5198","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Seabrook Group Ltd","14"
"1593892390-5135","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Staples Inc","13"
"1593892428-5678","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","Maxingvest ag","11"
"1593892397-5245","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","S-Scora","http://www.corporatecritic.org/companiesatoz/S.aspx","SAIC Motor Corporation Limited","6.5"
"1593892451-5925","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hony Capital","9.5"
"1593892430-5682","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","London Overground","8.5"
"1593892415-5482","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","OLD: American Apparel Inc- see Gildan Activewear SRL","13.5"
"1593892399-5276","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Rizopia Food Products Inc","14"
"1593892386-5109","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","The Balmore Trust","???"
"1593892447-5857","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","ICAP","14"
"1593892453-5947","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Hampstead Tea & Coffee Co Ltd","15"
"1593892437-5774","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","KPMG -Kyoce","http://www.corporatecritic.org/companiesatoz/KPMG%20.aspx","Kwikfold Bikes Ltd","???"
"1593892393-5158","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Skechers USA Inc","7.5"
"1593892483-6435","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Cut Le Crap","???"
"1593892379-4977","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Travelscope Holidays Ltd","14"
"1593892411-5434","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Pashley Holdings Limited","11"
"1593892408-5420","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Prestbury Investment Holdings Ltd","14"
"1593892433-5714","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lily's Kitchen Ltd","0"
"1593892471-6241","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Errea Sport SpA","14"
"1593892411-5429","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Paperback","14"
"1593892451-5914","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hiscox Ltd","5.5"
"1593892408-5387","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Phoenix Equity Partners Holdings LLP","14"
"1593892455-5981","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Group-Guy W","http://www.corporatecritic.org/companiesatoz/Group.aspx","Groupe PSA","(8)"
"1593892424-5584","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Mondragon Co-operative Corporation (MCC)","14"
"1593892497-6657","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Blackstone Group L.P. (The)","5.5"
"1593892508-6836","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","ageas SA/NV","5"
"1593892490-6522","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Caledonia Investments plc","5.5"
"1593892458-6035","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Greencore Group Plc","13.5"
"1593892399-5287","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Rolls-Royce plc","13.5"
"1593892497-6654","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","BlackBerry Limited","7"
"1593892485-6462","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Continental Clothing Company Ltd","14"
"1593892485-6456","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Comvita Limited","???"
"1593892411-5431","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Paperpod Ltd","(14)"
"1593892455-5997","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Group-Guy W","http://www.corporatecritic.org/companiesatoz/Group.aspx","Guy Wilmot Consulting (Sole Trader)","???"
"1593892478-6353","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Deutsche Bank AG","4.5"
"1593892478-6369","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Dong Ah Ind. Co. Ltd","14"
"1593892497-6658","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Blackwell Ltd","12"
"1593892497-6630","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Bespoke British Pens Limited","11"
"1593892419-5537","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Nationwide Building Society","13"
"1593892453-5967","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Healthy Sales Group Limited","11.5"
"1593892417-5520","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Nutrafoods","14"
"1593892474-6265","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Earth Aid Group Ltd.","???"
"1593892386-5107","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Thales Group","(11)"
"1593892460-6063","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","General Electric Company Inc","5"
"1593892399-5280","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Robertson Foundation","???"
"1593892384-5046","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Edinburgh Woollen Mill (Group) Ltd","14"
"1593892402-5320","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Ravensburger AG","14"
"1593892483-6436","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Cut4Cloth Ltd","14"
"1593892399-5281","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Robinson Webster (Holdings) Ltd","14"
"1593892393-5172","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Societe Nationale des Chemins de Fer Francais (SNCF)","10"
"1593892485-6474","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Cowon Systems Inc","14"
"1593892379-4993","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Twin Trading Ltd","14"
"1593892440-5803","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Knowledge and Merchandising Inc Ltd","???"
"1593892373-4898","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Vivar-VSM G","http://www.corporatecritic.org/companiesatoz/Vivar.aspx","Vodafone Group plc","8"
"1593892393-5182","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Somerfield Group","14"
"1593892408-5394","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Pipers Crisps Ltd","14"
"1593892370-4887","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Western Digital Corp","13.5"
"1593892384-5059","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Little Group","12"
"1593892447-5872","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","ING Groep NV","6"
"1593892492-6574","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","BUPA (British United Provident Association)","14"
"1593892503-6725","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Animal Friends Insurance Services Ltd","14"
"1593892474-6292","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Elco Holdings","14"
"1593892492-6576","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Burns Pet Nutrition Ltd","9.5"
"1593892474-6270","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","easyGroup (UK) Ltd","13.5"
"1593892499-6667","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Bain Capital LLC","10"
"1593892402-5335","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Renewable Energy Holdings Plc","14"
"1593892419-5547","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","NearSt","???"
"1593892453-5952","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Hanwha Group","8.5"
"1593892471-6237","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Equine & Livestock Insurance Co Ltd","5.5"
"1593892462-6087","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Fung -FZ Or","http://www.corporatecritic.org/companiesatoz/Fung%20.aspx","Furniture Village Holdings Ltd.","8.5"
"1593892480-6410","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Dawson & Son (Retail) Ltd","14"
"1593892364-4817","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yora Holding BV","14"
"1593892393-5160","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Skye Cooks Ltd","14"
"1593892487-6486","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Charity Bank Ltd","15"
"1593892379-4985","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Tribest Corporation","14"
"1593892399-5295","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","RSPB","12.5"
"1593892458-6022","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Green Baby Co. Ltd.","14"
"1593892426-5628","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Meyer International Holding Ltd","10"
"1593892428-5668","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","Marston's plc","8"
"1593892469-6176","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Europ-Exxon","http://www.corporatecritic.org/companiesatoz/Europ.aspx","EW King & Co Ltd","14"
"1593892390-5127","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Springdale Group","14"
"1593892440-5793","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kerry Group plc","7"
"1593892386-5078","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","T Choithram & Sons (London) LTD","14"
"1593892458-6023","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Green Board Games","14"
"1593892406-5369","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","Prudential Plc","3"
"1593892399-5290","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","ROSKILLY'S LIMITED","14"
"1593892368-4830","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Will's Vegan Shoes Ltd","???"
"1593892492-6575","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Burley Design Co-operative","14"
"1593892417-5517","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Nottingham Building Society","14"
"1593892411-5438","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Paulig Ltd","14"
"1593892506-6766","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","ALDA CAPITAL LIMITED","12.5"
"1593892503-6741","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Arena Online Limited","14"
"1593892467-6138","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Fairypants","???"
"1593892503-6738","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Archer Daniels Midland Company","3.5"
"1593892430-5696","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","LVMH Moët Hennessy Louis Vuitton SA","3.5"
"1593892402-5334","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Remarkable (Pencils) Ltd","14"
"1593892393-5164","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Smeg SpA","9"
"1593892474-6261","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","E&J Gallo Winery","11.5"
"1593892393-5162","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Slack Technologies Inc","???"
"1593892471-6255","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Everton Football Club","14"
