web-scraper-order,web-scraper-start-url,category_link,category_link-href,company,rating
"1593950380-4923","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Boob","Rated : Good"
"1593950287-3851","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","VOZ","Rated : Good"
"1593950054-1472","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Cue","Rated : Not good enough"
"1593950287-4028","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Zalando Essentials","Rated : It's a start"
"1593950136-2362","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Modcloth","Rated : Not good enough"
"1593950182-2712","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","eleven44","Rated : It's a start"
"1593950182-2727","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Ruby & Bloom","Rated : It's a start"
"1593950380-4975","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","ettitude","Rated : Good"
"1593950084-1883","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Mr & Mrs Italy","Rated : Not good enough"
"1593950380-4834","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","The Green Wave","Rated : Great"
"1593950380-4851","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Kuyichi","Rated : Great"
"1593950349-4635","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Spell","Rated : Good"
"1593950182-2817","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Rubi","Rated : It's a start"
"1593950226-3047","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Fair Indigo","Rated : Good"
"1593950054-1513","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","WAIWAI Rio","Rated : Not good enough"
"1593950136-2223","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Topshop","Rated : It's a start"
"1593950182-2744","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Oysho","Rated : It's a start"
"1593950084-1861","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Just Jeans","Rated : Not Good Enough"
"1593950136-2268","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Target Australia","Rated : Not Good Enough"
"1593950226-3338","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Henri Bendel","Rated : Not Good Enough"
"1593950318-4191","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Topshop","Rated : It's a start"
"1593950136-2144","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Natasha Tonic","Rated : Good"
"1593950136-2370","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Lonely Lingerie","Rated : Not good enough"
"1593950023-969","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","ekn footwear","Rated : Good"
"1593950136-2272","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Gestuz","Rated : Not good enough"
"1593950084-1617","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Oliberté","Rated : Good"
"1593950349-4724","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","SDress","Rated : It's a start"
"1593950256-3442","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Komodo","Rated : Good"
"1593950256-3400","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Mayamiko","Rated : Great"
"1593950226-3245","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Alexandra Kaiser","Rated : It's a start"
"1593950287-3847","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Meemoza","Rated : Good"
"1593950380-5077","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","COS","Rated : It's a start"
"1593950226-3014","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Jackalo","Rated : Great"
"1593950349-4520","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Tasi Travels","Rated : Good"
"1593950380-4865","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Aware...the social design project","Rated : Great"
"1593950349-4713","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Volcom","Rated : It's a start"
"1593950226-3291","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Factorie","Rated : It's a start"
"1593950136-2381","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Gal Meets Glam","Rated : Not good enough"
"1593950380-4899","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","WE-AR","Rated : Good"
"1593950349-4639","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Indego Africa","Rated : Good"
"1593950182-2570","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Bhumi","Rated : Great"
"1593950182-2702","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Monki","Rated : It's a start"
"1593950195-3001","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Perfect Moment","Rated : Not good enough"
"1593950023-1068","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Kuwaii","Rated : It's a start"
"1593950102-1926","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Girlfriend Collective","Rated : Great"
"1593950152-2542","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Maison Close","Rated : Not good enough"
"1593950318-4297","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Maison 123","Rated : Not good enough"
"1593950380-5008","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Jeanerica","Rated : Good"
"1593950318-4347","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Noni B","Rated : Not Good Enough"
"1593950054-1295","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Titania Inglis","Rated : It's a start"
"1593950380-5076","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","prAna","Rated : It's a start"
"1593950380-5062","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Dockers","Rated : Good"
"1593950226-3154","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Dolores Haze","Rated : Good"
"1593950054-1203","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","The Green Wave","Rated : Great"
"1593950256-3562","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Napapijri","Rated : It's a start"
"1593950195-2962","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Hugo Boss","Rated : Not Good Enough"
"1593950226-3186","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","BEATON","Rated : It's a start"
"1593950102-1967","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Majestic","Rated : It's a start"
"1593950349-4746","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Nautica","Rated : It's a start"
"1593950195-2949","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Zella","Rated : Not Good Enough"
"1593950023-1035","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","WALD Berlin","Rated : It's a start"
"1593950226-3290","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Cotton On","Rated : It's a start"
"1593950256-3553","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","The North Face","Rated : It's a start"
"1593950152-2476","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Banana Republic","Rated : It's a start"
"1593950287-4066","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Glassons","Rated : Not good enough"
"1593950023-890","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Pure Pod","Rated : Good"
"1593950023-967","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Fashion Integrity By Galeries Lafayette","Rated : Good"
"1593950182-2749","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Timberland","Rated : It's a start"
"1593950054-1455","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Les Petits Joueurs","Rated : Not good enough"
"1593950256-3709","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Sachin & Babi","Rated : Not good enough"
"1593950113-2098","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","C&A","Rated : Good"
"1593950287-3821","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","NAADAM","Rated : Good"
"1593950398-5236","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Treasure&Bond","Rated : Not Good Enough"
"1593950054-1539","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Django & Juliette","Rated : Not good enough"
"1593950023-842","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","bleed","Rated : Great"
"1593950349-4457","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Little River Sock Mill","Rated : Great"
"1593950256-3572","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Tree of Life","Rated : It's a start"
"1593950023-1197","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Monies","Rated : Not good enough"
"1593950023-877","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Yuki Threads","Rated : Good"
"1593950398-5202","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","prAna","Rated : It's a start"
"1593950226-3325","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","KMART Australia","Rated : Not good enough"
"1593950054-1257","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Nena & Co.","Rated : Good"
"1593950226-3168","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Bershka","Rated : It's a start"
"1593950152-2465","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Pour Les Femmes","Rated : It's a start"
"1593950287-3945","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Nautica","Rated : It's a start"
"1593950380-5117","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Michi","Rated : It's a start"
