,directory_link-href,company,rating,sd_rating
1216,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hillshire Brands (formerly Sara Lee Corporation),9,60
1217,http://www.corporatecritic.org/companiesatoz/E.aspx,Enterprise Inns plc,14,93
1218,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Formlend Ltd,14,93
1219,http://www.corporatecritic.org/companiesatoz/L.aspx,L Perlman SECS,9.5,63
1220,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Computech Limited,14,93
1221,http://www.corporatecritic.org/companiesatoz/E.aspx,Ecozone (UK) Ltd,13.5,90
1222,http://www.corporatecritic.org/companiesatoz/K.aspx,Karndean International Limited,14,93
1223,http://www.corporatecritic.org/companiesatoz/V.aspx,Viessmann Werke GmbH & Co KG,8.5,56
1224,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Equinor ASA,(7.5),50
1225,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Global Tea & Commodities Ltd,14,93
1226,http://www.corporatecritic.org/companiesatoz/B.aspx,Banco de Sabadell S.A.,4.5,30
1227,http://www.corporatecritic.org/companiesatoz/E.aspx,Everton Football Club,14,93
1228,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Chevron Corporation,6.5,43
1229,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Hut Group,14,93
1230,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Good Energy Group Plc,12.5,83
1231,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,William Jackson Food Group (WJFG),9,60
1232,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Starbrands (Holdings) Ltd,14,93
1233,http://www.corporatecritic.org/companiesatoz/Ovo%20E.aspx,Ovo Energy,7,46
1234,http://www.corporatecritic.org/companiesatoz/C.aspx,"C. I. Union de Bananeros de Uraba, S. A. (Uniban)",14,93
1235,http://www.corporatecritic.org/companiesatoz/L.aspx,Lego Group,(12.5),83
1236,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Draper Fisher Jurvetson ePlanet Ventures L.P,14,93
1237,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,RusAl (Russian Aluminium),14,93
1238,http://www.corporatecritic.org/companiesatoz/Price.aspx,Primavera Aromatherapy Limited,14,93
1239,http://www.corporatecritic.org/companiesatoz/E.aspx,Essential Trading Co-operative Ltd,13,86
1240,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Booja Booja Co Ltd,(15),100
1241,http://www.corporatecritic.org/companiesatoz/E.aspx,Equop Limited,14,93
1242,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Belvoir Farming Company Limited (previously Belvoir Fruit Farms Ltd),12,80
1243,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,EQT Corporation,???,-1
1244,http://www.corporatecritic.org/companiesatoz/E.aspx,Essity Aktiebolag (publ),(???),-1
1245,http://www.corporatecritic.org/companiesatoz/Scott.aspx,SHS Group Ltd,8.5,56
1246,http://www.corporatecritic.org/companiesatoz/P.aspx,Pets Choice Ltd,14,93
1247,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wish 4 Fair Trade,14,93
1248,http://www.corporatecritic.org/companiesatoz/M.aspx,Mark Anthony Brands,14,93
1249,http://www.corporatecritic.org/companiesatoz/E.aspx,ENGIE,(8.5),56
1250,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pirelli SpA,13.5,90
1251,http://www.corporatecritic.org/companiesatoz/D.aspx,De'Longhi Industrial SA,10,66
1252,http://www.corporatecritic.org/companiesatoz/C.aspx,Cantor Fitzgerald,14,93
1253,http://www.corporatecritic.org/companiesatoz/Cream.aspx,"Crocs, Inc",8,53
1254,http://www.corporatecritic.org/companiesatoz/K.aspx,Klippan AB,14,93
1255,http://www.corporatecritic.org/companiesatoz/Maya.aspx,MGA Entertainment,14,93
1256,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Cheeky Panda Ltd,???,-1
1257,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,AXA Group,9.5,63
1258,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Close Parent Ltd,14,93
1259,http://www.corporatecritic.org/companiesatoz/O.aspx,Oak Hill Capital Partners,9.5,63
1260,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Stationery Company,13.5,90
1261,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Mere Holdings,14,93
1262,http://www.corporatecritic.org/companiesatoz/B.aspx,"Banco Santander, S.A.",4,26
1263,http://www.corporatecritic.org/companiesatoz/R.aspx,Raisio Oyj,7.5,50
1264,http://www.corporatecritic.org/companiesatoz/W.aspx,West Coast Capital,14,93
1265,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Books On Board,14,93
1266,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Amnesty International UK Section Charitable Trust,13,86
1267,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Close Brothers Group plc,14,93
1268,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Constellation Brands Inc.,11.5,76
1269,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Arriva plc,6,40
1270,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,ETA Trust,14,93
1271,http://www.corporatecritic.org/companiesatoz/J.aspx,Jenoptik AG,14,93
1272,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,"Nord Anglia Education, Inc",12.5,83
1273,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Ludwig Weinrich GmbH & Co. KG,11,73
1274,http://www.corporatecritic.org/companiesatoz/Huit%20.aspx,Hyden House Ltd,14,93
1275,http://www.corporatecritic.org/companiesatoz/L.aspx,Landmark Group Inc,10,66
1276,http://www.corporatecritic.org/companiesatoz/A.aspx,Abercrombie & Fitch Co,4,26
1277,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shanks Group plc,14,93
1278,http://www.corporatecritic.org/companiesatoz/S.aspx,Salus-Haus Dr.med Otto Greither Nachf. GmbH & Co.KG,12,80
1279,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Booker Group Plc,1.5,10
1280,http://www.corporatecritic.org/companiesatoz/V.aspx,Vandemoortele International NV,14,93
1281,http://www.corporatecritic.org/companiesatoz/S.aspx,Salton Inc,14,93
1282,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Apax Partners & Co,14,93
1283,http://www.corporatecritic.org/companiesatoz/A.aspx,A. Vogel AG,11.5,76
1284,http://www.corporatecritic.org/companiesatoz/O.aspx,Organico Realfoods Limited,13.5,90
1285,http://www.corporatecritic.org/companiesatoz/I.aspx,Island Bakery Organics Ltd,15,100
1286,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Grant Thornton International,14,93
1287,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Real Seed Collection Ltd,14,93
1288,http://www.corporatecritic.org/companiesatoz/T.aspx,TCP International Holdings LTD,8.5,56
1289,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Micron Technology Inc,13.5,90
1290,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,EH Booth & Co Ltd,3.5,23
1291,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hitachi Ltd,5.5,36
1292,http://www.corporatecritic.org/companiesatoz/O.aspx,Ornua Co-operative Limited,8.5,56
1293,http://www.corporatecritic.org/companiesatoz/Murph.aspx,Mustek,14,93
1294,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,ECI Partners LLP,???,-1
1295,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Enel SPA,(11.5),76
1296,http://www.corporatecritic.org/companiesatoz/Price.aspx,Puglisi  Pasta,14,93
1297,http://www.corporatecritic.org/companiesatoz/S.aspx,SCEA Brard Blanchard,14,93
1298,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Aquaid (UK) Ltd,14,93
1299,http://www.corporatecritic.org/companiesatoz/U.aspx,Umax Data Systems,14,93
1300,http://www.corporatecritic.org/companiesatoz/T.aspx,Thai Beverage Public Company Ltd,14,93
1301,http://www.corporatecritic.org/companiesatoz/I.aspx,Indela (Initiative for digital rights in Latin America),???,-1
1302,http://www.corporatecritic.org/companiesatoz/G.aspx,Geobel Ltd,14,93
1303,http://www.corporatecritic.org/companiesatoz/O.aspx,Old Mutual plc,2.5,16
1304,http://www.corporatecritic.org/companiesatoz/Fung%20.aspx,FZ Organic Food,(14),93
1305,http://www.corporatecritic.org/companiesatoz/L.aspx,Legend Holdings Ltd,10,66
1306,http://www.corporatecritic.org/companiesatoz/J.aspx,J Sainsbury plc,2,13
1307,http://www.corporatecritic.org/companiesatoz/B.aspx,Barratt Developments plc,13.5,90
1308,http://www.corporatecritic.org/companiesatoz/TPG.aspx,TVonics Ltd,14,93
1309,http://www.corporatecritic.org/companiesatoz/M.aspx,Martin McColl Retail Group Ltd,14,93
1310,http://www.corporatecritic.org/companiesatoz/F.aspx,Falcon Crane Hire Ltd,14,93
1311,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fritz Egger GmBH & Co,14,93
1312,http://www.corporatecritic.org/companiesatoz/L.aspx,L Brands Inc,4.5,30
1313,http://www.corporatecritic.org/companiesatoz/E.aspx,eBay Inc,8.5,56
1314,http://www.corporatecritic.org/companiesatoz/I.aspx,Interaction Connect,14,93
1315,http://www.corporatecritic.org/companiesatoz/Z.aspx,Zaytoun,14.5,96
1316,http://www.corporatecritic.org/companiesatoz/M.aspx,Marlec Engineering Co Ltd,14,93
1317,http://www.corporatecritic.org/companiesatoz/E.aspx,Enel SPA,(11.5),76
1318,http://www.corporatecritic.org/companiesatoz/Duali.aspx,Dubai Holding,14,93
1319,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Speymalt Whisky Distributors Ltd,14,93
1320,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Deutsche Lufthansa AG,14,93
1321,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,FSP Group,14,93
1322,http://www.corporatecritic.org/companiesatoz/H.aspx,Hasbro Inc,13,86
1323,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Sixty SpA,14,93
1324,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,Vivobarefoot Ltd,(9.5),63
1325,http://www.corporatecritic.org/companiesatoz/R.aspx,Red Sands Insurance Group,4.5,30
1326,http://www.corporatecritic.org/companiesatoz/W.aspx,WA Baxter & Sons Ltd,14,93
1327,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Borders Group Inc,14,93
1328,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Rosedale Aviation Holdings Ltd,14,93
1329,http://www.corporatecritic.org/companiesatoz/S.aspx,Santa Cruz Natural Incorporated,14,93
1330,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Golden Bear Holdings,14,93
1331,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Meantime Brewing Co,14,93
1332,http://www.corporatecritic.org/companiesatoz/P.aspx,Pero (Foods Ltd),12,80
1333,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Elizabeth Shaw Ltd,(13),86
1334,http://www.corporatecritic.org/companiesatoz/P.aspx,Peakon ApS,???,-1
1335,http://www.corporatecritic.org/companiesatoz/C.aspx,CapVest Ltd,10.5,70
1336,http://www.corporatecritic.org/companiesatoz/H.aspx,Halfords Group Plc,6.5,43
1337,http://www.corporatecritic.org/companiesatoz/M.aspx,Mars Inc,2,13
1338,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,"Angelo, Gordon & Co.",8.5,56
1339,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Artal Group SA,14,93
1340,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Svenska Handelsbanken AB,(5.5),36
1341,http://www.corporatecritic.org/companiesatoz/D.aspx,Deckers Outdoor Corporation,(7),46
1342,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Draper Tool Group,14,93
1343,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Foschini Group Limited,8,53
1344,http://www.corporatecritic.org/companiesatoz/A.aspx,AG Barr plc,11.5,76
1345,http://www.corporatecritic.org/companiesatoz/W.aspx,Washington Mutual Inc,14,93
1346,http://www.corporatecritic.org/companiesatoz/N.aspx,Nairn's Oatcakes Ltd,(11),73
1347,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,ROGON Sportmanagement,14,93
1348,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Living Crafts GmbH & Co. KG,13,86
1349,http://www.corporatecritic.org/companiesatoz/A.aspx,A & NN Capital Management Fund Ltd,14,93
1350,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Astonish Holdings Ltd,13,86
1351,http://www.corporatecritic.org/companiesatoz/W.aspx,Wellington Management Group,14,93
1352,http://www.corporatecritic.org/companiesatoz/IT'S%20.aspx,Itti Bitti Nappy Co Pty,14,93
1353,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Howies Ltd,11,73
1354,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Bookeen,9,60
1355,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Blackburn Rovers Football Club,14,93
1356,http://www.corporatecritic.org/companiesatoz/E.aspx,Efergy Ltd,14,93
1357,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Aon Corporation,14,93
1358,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Brian Wogan Ltd,14,93
1359,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Tyrrells Potato Chips Ltd,14,93
1360,http://www.corporatecritic.org/companiesatoz/Scott.aspx,SEEBECK 115 LIMITED,14,93
1361,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Liz Claiborne,13,86
1362,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Smiths Group plc,13,86
1363,http://www.corporatecritic.org/companiesatoz/H.aspx,Haier Group,8,53
1364,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Thornton & Ross Ltd,7.5,50
1365,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Mazda Motor Corporation,8,53
1366,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Energizer Holdings,8,53
1367,http://www.corporatecritic.org/companiesatoz/H.aspx,Hempel Foundation,???,-1
1368,http://www.corporatecritic.org/companiesatoz/E.aspx,Etablissements Charles Nusse,14,93
1369,http://www.corporatecritic.org/companiesatoz/S.aspx,Safran Group,14,93
1370,http://www.corporatecritic.org/companiesatoz/T.aspx,Technicolor S.A.,14,93
1371,http://www.corporatecritic.org/companiesatoz/G.aspx,Gas Natural Group,14,93
1372,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Aurelius Equity Opportunities SE & Co KGaA,???,-1
1373,http://www.corporatecritic.org/companiesatoz/E.aspx,Edizione Srl,14,93
1374,http://www.corporatecritic.org/companiesatoz/V.aspx,Vegetarian Shoes Limited,12.5,83
1375,http://www.corporatecritic.org/companiesatoz/Q.aspx,Qatar Foundation,13,86
1376,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Melitta Group,???,-1
1377,http://www.corporatecritic.org/companiesatoz/G.aspx,General Food Merchants Ltd,12.5,83
1378,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Domino's Pizza Inc,7,46
1379,http://www.corporatecritic.org/companiesatoz/I.aspx,Invesco Ltd,(3),20
1380,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Smith & Nephew plc,13.5,90
1381,http://www.corporatecritic.org/companiesatoz/C.aspx,Casio Group,9.5,63
1382,http://www.corporatecritic.org/companiesatoz/R.aspx,Rentokil Initial plc,13,86
1383,http://www.corporatecritic.org/companiesatoz/O.aspx,Omnicom Group,(10),66
1384,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Good Goods Pty Ltd,???,-1
1385,http://www.corporatecritic.org/companiesatoz/F.aspx,First American Corporation,14,93
1386,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Conscious Skincare Ltd,???,-1
1387,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green ISP,15,100
1388,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Flying Trade Group plc,???,-1
1389,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cotton Traders Holdings Ltd,14,93
1390,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,MovieMail,14,93
1391,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bewley's Limited,8.5,56
1392,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Ventures ApS,14,93
1393,http://www.corporatecritic.org/companiesatoz/I.aspx,Interplay UK Ltd,14,93
1394,http://www.corporatecritic.org/companiesatoz/E.aspx,Ernst & Young,9,60
1395,http://www.corporatecritic.org/companiesatoz/M.aspx,Malagasy,14,93
1396,http://www.corporatecritic.org/companiesatoz/O.aspx,Omicron Trading Ltd,14,93
1397,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,THUS Group Plc,(8),53
1398,http://www.corporatecritic.org/companiesatoz/E.aspx,Ebac Foundation,11,73
1399,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wm Morrison Supermarkets plc,2,13
1400,http://www.corporatecritic.org/companiesatoz/U.aspx,Ultimate HC Limited,4.5,30
1401,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Robert Bosch Stiftung GMBH,8,53
1402,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Gordon Brothers Group LLC,14,93
1403,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Birchwood Hotel & OR Tambo Conference Centre (Pty) Limited,???,-1
1404,http://www.corporatecritic.org/companiesatoz/O.aspx,Outsider,13.5,90
1405,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,SoundCloud Limited,12,80
1406,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wittering Ltd,14,93
1407,http://www.corporatecritic.org/companiesatoz/Group.aspx,Guernica Holdings Ltd,???,-1
1408,http://www.corporatecritic.org/companiesatoz/Price.aspx,Pure Nuff Stuff Ltd,13.5,90
1409,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Forest Laboratories Inc (USA),14,93
1410,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mr. Fothergill's Seeds Limited,14,93
1411,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cosatto Sales Ltd,14,93
1412,http://www.corporatecritic.org/companiesatoz/T.aspx,TEAC Corp,14,93
1413,http://www.corporatecritic.org/companiesatoz/E.aspx,Ethex Investment Club Ltd,???,-1
1414,http://www.corporatecritic.org/companiesatoz/Z.aspx,Zurich Insurance Group AG,5,33
1415,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Siemens AG,4.5,30
1416,http://www.corporatecritic.org/companiesatoz/C.aspx,Carbon Offsets Ltd,14,93
1417,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Divine Chocolate Ltd,11.5,76
1418,http://www.corporatecritic.org/companiesatoz/D.aspx,Davenport Vineyards,15,100
1419,http://www.corporatecritic.org/companiesatoz/N.aspx,Nature Babies,14,93
1420,http://www.corporatecritic.org/companiesatoz/Specs.aspx,SSP Group Holdings Ltd,6.5,43
1421,http://www.corporatecritic.org/companiesatoz/A.aspx,A Lot Of Ltd,14,93
1422,http://www.corporatecritic.org/companiesatoz/Murph.aspx,Myriad Natural Toys & Crafts,14,93
1423,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Riverford Organic Farmers Limited,13,86
1424,http://www.corporatecritic.org/companiesatoz/I.aspx,Insider Trading,13,86
1425,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Stoke City Football Club Ltd,14,93
1426,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Amerigon Incorporated,14,93
1427,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Freeset Ltd,14,93
1428,http://www.corporatecritic.org/companiesatoz/K.aspx,Kennel Nutrition Ltd,14,93
1429,http://www.corporatecritic.org/companiesatoz/Price.aspx,Pukka Herbs,2,13
1430,http://www.corporatecritic.org/companiesatoz/Hero.aspx,HTC Corporation,6.5,43
1431,http://www.corporatecritic.org/companiesatoz/F.aspx,Farlin Infant Products Corp,14,93
1432,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,BG Group plc,13,86
1433,http://www.corporatecritic.org/companiesatoz/U.aspx,Ugo Foods Group Ltd,14,93
1434,http://www.corporatecritic.org/companiesatoz/N.aspx,Newell Brands Inc,7,46
1435,http://www.corporatecritic.org/companiesatoz/G.aspx,Gibson Guitar Corp,14,93
1436,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plexus,(13),86
1437,http://www.corporatecritic.org/companiesatoz/Specs.aspx,St Peters Brewery Co plc,14,93
1438,http://www.corporatecritic.org/companiesatoz/D.aspx,Datong Coal Mine Group Co,14,93
1439,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Siepmann Stiftung (Aldi Süd),???,-1
1440,http://www.corporatecritic.org/companiesatoz/Delta.aspx,DRB-Hicom,7.5,50
1441,http://www.corporatecritic.org/companiesatoz/Londo.aspx,London Mining Plc,14,93
1442,http://www.corporatecritic.org/companiesatoz/D.aspx,D&M Holdings Inc,14,93
1443,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Americana Holdings Ltd,14,93
1444,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Piper Private Equity Ltd,14,93
1445,http://www.corporatecritic.org/companiesatoz/Lette.aspx,LFH International Limited,8.5,56
1446,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Andros Group (Andros et cie),9.5,63
1447,http://www.corporatecritic.org/companiesatoz/P.aspx,Paramo Ltd,12.5,83
1448,http://www.corporatecritic.org/companiesatoz/Z.aspx,Zoom Video Communications Inc,???,-1
1449,http://www.corporatecritic.org/companiesatoz/C.aspx,C.A. Bio,14,93
1450,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Gordon Products Ltd,12.5,83
1451,http://www.corporatecritic.org/companiesatoz/S.aspx,Sanofi,6.5,43
1452,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shared Earth Ltd,13.5,90
1453,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nintendo Co Ltd,11,73
1454,http://www.corporatecritic.org/companiesatoz/E.aspx,Edgewell Personal Care,???,-1
1455,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Société BIC SA,12.5,83
1456,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Russell & Bromley,9.5,63
1457,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ebico,14,93
1458,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shared Interest Society Ltd,15,100
1459,http://www.corporatecritic.org/companiesatoz/Delta.aspx,DrayTek Corp,14,93
1460,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Swizzels Matlow Limited,14,93
1461,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Doosan Infracore Co Ltd,14,93
1462,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,ROLLAND SRL,???,-1
1463,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Tullow Oil plc,14,93
1464,http://www.corporatecritic.org/companiesatoz/W.aspx,W Jordan & Son (Silo) Ltd,14,93
1465,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Diomed Developments,10,66
1466,http://www.corporatecritic.org/companiesatoz/Price.aspx,Procter & Gamble Company,3.5,23
1467,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Meadowsweet UK Ltd,14,93
1468,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lion Capital LLP,12.5,83
1469,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Scrumptious Sweets,14,93
1470,http://www.corporatecritic.org/companiesatoz/K.aspx,Kavli Trust,12.5,83
1471,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,BP plc,5.5,36
1472,http://www.corporatecritic.org/companiesatoz/Price.aspx,Principality Building Society,13.5,90
1473,http://www.corporatecritic.org/companiesatoz/O.aspx,Office Depot,11.5,76
1474,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Sea Containers Ltd,14,93
1475,http://www.corporatecritic.org/companiesatoz/A.aspx,A. Nelson & Co. Ltd,14,93
1476,http://www.corporatecritic.org/companiesatoz/R.aspx,Refresh Group Ltd,14,93
1477,http://www.corporatecritic.org/companiesatoz/H.aspx,Henderson Group plc,(5),33
1478,http://www.corporatecritic.org/companiesatoz/V.aspx,Verdo Holding- und Verwaltungs AG,14,93
1479,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Bummis Inc,14,93
1480,http://www.corporatecritic.org/companiesatoz/B.aspx,Bell Sports Corp,14,93
1481,http://www.corporatecritic.org/companiesatoz/V.aspx,Vitabiotics Ltd,13.5,90
1482,http://www.corporatecritic.org/companiesatoz/A.aspx,Acer Inc.,8,53
1483,http://www.corporatecritic.org/companiesatoz/O.aspx,O'Hanlons Brewing Co,14,93
1484,http://www.corporatecritic.org/companiesatoz/E.aspx,Earth Friendly Products,11.5,76
1485,http://www.corporatecritic.org/companiesatoz/IT'S%20.aspx,Ixxus,14,93
1486,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Broderna Löfberg AB,14,93
1487,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Current Cost Ltd,14,93
1488,http://www.corporatecritic.org/companiesatoz/B.aspx,Bank of America Corp,11.5,76
1489,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Highlander (Scotland) Ltd,14,93
1490,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,E&J Gallo Winery,11.5,76
1491,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Andromède Investissements,14,93
1492,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Loewe AG,14,93
1493,http://www.corporatecritic.org/companiesatoz/Huit%20.aspx,Hyundai Mobis Co Ltd,9,60
1494,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Bunzl plc,13.5,90
1495,http://www.corporatecritic.org/companiesatoz/H.aspx,Havell's India Ltd,14,93
1496,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lumin8 Limited,14,93
1497,http://www.corporatecritic.org/companiesatoz/I.aspx,Infosys Limited,13.5,90
1498,http://www.corporatecritic.org/companiesatoz/R.aspx,Rackspace Hosting Inc,13.5,90
1499,http://www.corporatecritic.org/companiesatoz/N.aspx,NatureDiet Pet Foods,14,93
1500,http://www.corporatecritic.org/companiesatoz/F.aspx,Firstgroup plc,8.5,56
1501,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Focus 100 Ltd,14,93
1502,http://www.corporatecritic.org/companiesatoz/J.aspx,JP Juices Limited,14,93
1503,http://www.corporatecritic.org/companiesatoz/O.aspx,Overseas Development Institute Limited,???,-1
1504,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Shoes of Totnes Ltd,11,73
1505,http://www.corporatecritic.org/companiesatoz/KPMG%20.aspx,Kyocera Kabushiki Kaisha Corporation,8.5,56
1506,http://www.corporatecritic.org/companiesatoz/Europ.aspx,Ex Mill Envelope and Paper Co,14,93
1507,http://www.corporatecritic.org/companiesatoz/I.aspx,Imagination Technologies Group plc,12,80
1508,http://www.corporatecritic.org/companiesatoz/G.aspx,GB Renewables Investments Ltd,???,-1
1509,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Amazon.com Inc,0,0
1510,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ex Mill Envelope and Paper Co,14,93
1511,http://www.corporatecritic.org/companiesatoz/E.aspx,Epic Games inc,???,-1
1512,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Thomas Lorünser,14,93
1513,http://www.corporatecritic.org/companiesatoz/U.aspx,UBS AG,3.5,23
1514,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Smiffys,14,93
